"method","model","year","mtraits","trait","chr","position","chr2","position2","nearest_marker","qtl_lod","marker_variance","qtl_pvalue","model_variance","interval","position_consensus","mtraits_trait","model_idx","class","color","stroke_color","model_cols"
"scanone","2012","2012","berry_length","berry_length",3,52.940053,NA,NA,"bin_3@52.94cM_scaffold_14059_5352",16.1970793238299,14.0741339754696,4.41868763800812e-14,78.5229512161418,7.940004,52.940053,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"scanone","2012","2012","berry_length","berry_length",8,36.230034,NA,NA,"bin_8@36.23cM_scaffold_51424_477",7.41770590811304,5.57585404872772,1.4575248987736e-06,78.5229512161418,9.630006,36.230034,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"scanone","2012","2012","berry_length","berry_length",9,29.730027,NA,NA,"bin_9@29.73cM_scaffold_8155_3594",15.5029886811341,13.3145551467927,1.7519319328585e-13,78.5229512161418,5.450007,29.730027,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"scanone","2012","2012","berry_length","berry_length",10,49.030052,NA,NA,"bin_10@49.03cM_scaffold_4013_2208",8.87588700546047,6.83159232806904,8.40827862891302e-08,78.5229512161418,10.960013,51.60505475,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"scanone","2012","2012","berry_length","berry_length",11,21.880021,NA,NA,"bin_11@21.88cM_scaffold_1122_2182",22.3807841756218,21.6170331474459,0,78.5229512161418,2.830002,21.880021,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",2,48.260045,NA,NA,"bin_2@48.26cM_scaffold_74218_403",8.63918903275786,2.59271637698716,2.06945039549211e-06,91.5934400095251,19.120027,48.260045,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",2,73.480084,NA,NA,"bin_2@73.48cM_scaffold_9595_7405",11.2076159812855,3.50785125833602,3.06744210032406e-08,91.5934400095251,8.080006,72.0100835,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",3,52.940053,NA,NA,"bin_3@52.94cM_scaffold_14059_5352",29.5418163175783,12.6715686421388,1.11022302462516e-16,91.5934400095251,3.59000200000001,53.5850535,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",4,38.830045,NA,NA,"bin_4@38.83cM_scaffold_11914_4853",6.67455296894619,1.94045261689553,5.05562168899854e-05,91.5934400095251,30.870034,38.830045,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",8,36.230034,NA,NA,"bin_8@36.23cM_scaffold_51424_477",18.0682511306438,6.34316328116581,3.61932706027801e-13,91.5934400095251,8.450002,36.230034,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",9,30.920028,NA,NA,"bin_9@30.92cM_SCF88396",17.9373544831484,6.2832101005216,4.49862369578113e-13,91.5934400095251,3.890006,31.86003,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",10,61.460062,NA,NA,"bin_10@61.46cM_scaffold_50997_727",16.7479004894218,5.74946419971248,3.23752136210942e-12,91.5934400095251,6.040004,61.460062,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",11,21.880021,NA,NA,"bin_11@21.88cM_scaffold_1122_2182",33.3684284224204,15.3368463451832,0,91.5934400095251,2.830002,23.2766893333333,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",11,75.640091,NA,NA,"bin_11@75.64cM_scaffold_28041_700",9.13613952593145,2.76412130717527,9.18385795412036e-07,91.5934400095251,4.910006,77.4675925,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"stepwiseqtl","2012","2012","berry_length","berry_length",11,91.560107,NA,NA,"bin_11@91.56cM_scaffold_79690_744",12.3940585062017,3.95591977095799,1.85962468234324e-05,91.5934400095251,7.960007,91.560107,"berry_lengthberry_length",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(15,100%,50%)","hsl(15,100%,50%)","#434343"
"scanone","2013","2013","berry_length","berry_length",2,67.310081,NA,NA,"bin_2@67.31cM_scaffold_3191_5626",7.71780887927048,7.37088551939043,5.72011033206365e-07,72.8449108297558,14.91001,67.310081,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"scanone","2013","2013","berry_length","berry_length",3,52.940053,NA,NA,"bin_3@52.94cM_scaffold_14059_5352",9.60230455711902,9.45595417569339,1.3047843916425e-08,72.8449108297558,18.920009,52.940053,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"scanone","2013","2013","berry_length","berry_length",8,2.380003,NA,NA,"bin_8@2.38cM_scaffold_1656_11289",6.2194035708166,5.79808300166377,1.13448596119614e-05,72.8449108297558,25.160025,2.380003,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"scanone","2013","2013","berry_length","berry_length",10,52.800056,NA,NA,"bin_10@52.8cM_scaffold_4545_1974",8.2828940561276,7.98333119095471,1.84532365277157e-07,72.8449108297558,8.420009,51.60505475,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"scanone","2013","2013","berry_length","berry_length",11,21.880021,NA,NA,"bin_11@21.88cM_scaffold_1122_2182",25.8179302748108,33.4825358296827,0,72.8449108297558,2.830002,21.880021,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",2,82.19009,NA,NA,"bin_2@82.19cM_scaffold_14670_2538",21.3000993201682,4.04191136891065,1.12416742581445e-11,95.7008594313643,10.710008,82.19009,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",3,58.580056,NA,NA,"bin_3@58.58cM_scaffold_42994_1177",24.7596122663951,4.9899030112196,1.50990331349021e-13,95.7008594313643,4.780002,58.580056,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",4,18.450018,NA,NA,"bin_4@18.45cM_5ms2b12",13.6530496414131,2.27565594615753,0.000276102166315684,95.7008594313643,16.900015,18.450018,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",4,65.810065,NA,NA,"bin_4@65.81cM_scaffold_824_4565",24.9002946175051,5.03065468867597,1.54533297269666e-09,95.7008594313643,3.570003,65.810065,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",6,2.190003,NA,NA,"bin_6@2.19cM_SCF109269",26.3346606103788,5.45649205786708,3.0188584965174e-10,95.7008594313643,4.470008,2.190003,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",8,2.380003,NA,NA,"bin_8@2.38cM_scaffold_1656_11289",25.8589042617347,5.31313687651114,5.19670750875889e-10,95.7008594313643,5.310004,2.380003,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",8,20.980021,NA,NA,"bin_8@20.98cM_36394_K70",38.3586728379594,9.88300991272955,2.22044604925031e-16,95.7008594313643,7.700007,20.980021,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",10,44.990047,NA,NA,"bin_10@44.99cM_vm72062",34.4391728616316,8.25467873672171,2.39808173319034e-14,95.7008594313643,2.540004,44.990047,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",11,21.880021,NA,NA,"bin_11@21.88cM_scaffold_1122_2182",57.5178905758693,21.4433425732319,0,95.7008594313643,2.830002,23.2766893333333,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"stepwiseqtl","2013","2013","berry_length","berry_length",11,79.330095,NA,NA,"bin_11@79.33cM_scaffold_56695_1863",34.3109941369278,8.20470866141103,2.79776202205539e-14,95.7008594313643,3.00000300000001,77.4675925,"berry_lengthberry_length",3,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(30,100%,50%)","hsl(30,100%,50%)","#535353"
"scanone","all-years",NA,"berry_length","berry_length",2,74.700085,NA,NA,"bin_2@74.7cM_scaffold_47218_1068",6.58677753515433,8.84257107290289,4.06049690160337e-06,61.1262463259278,18.41001,74.700085,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"scanone","all-years",NA,"berry_length","berry_length",3,52.940053,NA,NA,"bin_3@52.94cM_scaffold_14059_5352",7.59340401613237,10.3608046395797,5.20112531821049e-07,61.1262463259278,17.660008,52.940053,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"scanone","all-years",NA,"berry_length","berry_length",10,52.800056,NA,NA,"bin_10@52.8cM_scaffold_4545_1974",8.40734761301624,11.6236772733633,9.81571306457596e-08,61.1262463259278,6.630007,51.60505475,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"scanone","all-years",NA,"berry_length","berry_length",11,21.880021,NA,NA,"bin_11@21.88cM_scaffold_1122_2182",15.473398831131,24.0415739682896,4.48530101948563e-14,61.1262463259278,6.490007,21.880021,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",2,5.060007,NA,NA,"bin_2@5.06cM_scaffold_5355_5289",24.1750957282685,7.30279337469858,1.92414528754625e-10,93.4897152232904,2.280002,5.060007,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",2,36.570032,NA,NA,"bin_2@36.57cM_scaffold_42093_407",38.8317947240566,15.2845694645351,1.11022302462516e-15,93.4897152232904,1.92000299999999,37.255033,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",2,70.540083,NA,NA,"bin_2@70.54cM_scaffold_7669_6864",23.2252409290564,6.90051236771698,4.16333634234434e-14,93.4897152232904,7.390004,72.0100835,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",3,54.230054,NA,NA,"bin_3@54.23cM_scaffold_52119_1893",32.0210626644543,11.1223433854077,7.54951656745106e-15,93.4897152232904,7.940004,53.5850535,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",6,40.50005,NA,NA,"bin_6@40.5cM_scaffold_38187_2604",14.6571582875521,3.76206249037918,2.07843385851003e-05,93.4897152232904,2.600002,40.50005,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",8,54.640058,NA,NA,"bin_8@54.64cM_scaffold_67225_1543",9.47716808520218,2.23290338941526,6.8593038200504e-06,93.4897152232904,6.510009,54.640058,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",9,32.800032,NA,NA,"bin_9@32.8cM_Pr031818814",8.64453064343991,2.00929095580906,2.12189610284685e-05,93.4897152232904,7.140006,31.86003,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",10,52.800056,NA,NA,"bin_10@52.8cM_scaffold_4545_1974",27.3694163549437,8.74628725803569,1.11022302462516e-16,93.4897152232904,5.140005,52.2950555,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",11,26.070026,NA,NA,"bin_11@26.07cM_Pr031818821_185",49.8891511740639,24.2349422810244,0,93.4897152232904,6.490007,23.2766893333333,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"berry_length","berry_length",11,77.450092,NA,NA,"bin_11@77.45cM_scaffold_31501_3799",21.2881447017365,6.11605922069108,6.09068351309361e-13,93.4897152232904,2.120002,77.4675925,"berry_lengthberry_length",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_berry_length","hsl(44,100%,50%)","hsl(44,100%,50%)","#636363"
"fakeqtl","2011","","berry_length","berry_length",1,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","berry_length","berry_length",1,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","berry_length","berry_length",1,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","berry_length","berry_length",1,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","berry_length","berry_length",2,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","berry_length","berry_length",2,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","berry_length","berry_length",2,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","berry_length","berry_length",2,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","berry_length","berry_length",3,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","berry_length","berry_length",3,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","berry_length","berry_length",3,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","berry_length","berry_length",3,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","berry_length","berry_length",4,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","berry_length","berry_length",4,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","berry_length","berry_length",4,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","berry_length","berry_length",4,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","berry_length","berry_length",5,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","berry_length","berry_length",5,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","berry_length","berry_length",5,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","berry_length","berry_length",5,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","berry_length","berry_length",6,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","berry_length","berry_length",6,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","berry_length","berry_length",6,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","berry_length","berry_length",6,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","berry_length","berry_length",7,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","berry_length","berry_length",7,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","berry_length","berry_length",7,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","berry_length","berry_length",7,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","berry_length","berry_length",8,-1,NA,NA,"marker--fake--trait--berry_length",0,0,0,0,0,-1,"berry_lengthberry_length",1,"","transparent","transparent","transparent"
