"method","model","year","mtraits","trait","chr","position","chr2","position2","nearest_marker","qtl_lod","marker_variance","qtl_pvalue","model_variance","interval","position_consensus","mtraits_trait","model_idx","class","color","stroke_color","model_cols"
"scanone","2012","2012","total_berry_weight","total_berry_weight",3,54.230054,NA,NA,"bin_3@54.23cM_scaffold_52119_1893",4.93638597601121,4.88750252923944,0.000178884458090001,70.5616741304351,26.030022,54.230054,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"scanone","2012","2012","total_berry_weight","total_berry_weight",5,9.770005,NA,NA,"bin_5@9.77cM_ct144370",6.05855054090406,6.10723841660317,2.0497389810803e-05,70.5616741304351,37.070024,9.770005,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"scanone","2012","2012","total_berry_weight","total_berry_weight",8,13.160013,NA,NA,"bin_8@13.16cM_scaffold_6370_1454",3.27080808625223,3.15383968641726,0.00426466567192207,70.5616741304351,56.460058,13.160013,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"scanone","2012","2012","total_berry_weight","total_berry_weight",11,38.690046,NA,NA,"bin_11@38.69cM_scaffold_75872_1322",20.1890313930949,25.7361043566416,0,70.5616741304351,14.670018,39.290047,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"scanone","2012","2012","total_berry_weight","total_berry_weight",12,49.400033,NA,NA,"bin_12@49.4cM_scaffold_40948_2457",4.66198281642683,4.5956648604335,0.00030293602795628,70.5616741304351,29.130031,49.400033,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",1,30.570019,NA,NA,"bin_1@30.57cM_SCF43220",47.253559136016,17.2490086788206,0,94.8521559110025,1.410002,32.020021,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",2,82.400091,NA,NA,"bin_2@82.4cM_scaffold_36380_433",11.722969984544,2.26600767692214,3.21208088127634e-07,94.8521559110025,18.760023,82.400091,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",3,47.000051,NA,NA,"bin_3@47cM_scaffold_200430_94",31.074411048426,8.39001092797709,2.63122856836162e-14,94.8521559110025,7.340003,47.000051,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",5,50.700039,NA,NA,"bin_5@50.7cM_scaffold_22181_3176",19.3758590829881,4.2593763003502,7.62175735857795e-08,94.8521559110025,2.580004,50.700039,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",8,47.650044,NA,NA,"bin_8@47.65cM_scaffold_68225_846",28.5196508928083,7.35549682796403,7.32303107042753e-13,94.8521559110025,5.880004,47.650044,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",9,8.810009,NA,NA,"bin_9@8.81cM_scaffold_14290_5672",17.6014251204265,3.75405119705994,9.95243887302877e-11,94.8521559110025,6.800004,8.810009,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",10,0.97,NA,NA,"bin_10@0.97cM_scaffold_6416_3097",24.700036782009,5.95437174261936,9.88134019053177e-11,94.8521559110025,2.020003,0.97,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",11,21.880021,NA,NA,"bin_11@21.88cM_scaffold_1122_2182",44.5487832433648,15.4411898485515,0,94.8521559110025,5.890006,19.56502,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",11,82.5201,NA,NA,"bin_11@82.52cM_scaffold_215562_100",33.4753305443607,9.44012104924887,0,94.8521559110025,4.160005,81.875099,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"stepwiseqtl","2012","2012","total_berry_weight","total_berry_weight",12,70.320052,NA,NA,"bin_12@70.32cM_vm34671",16.5634621894442,3.47113754393048,2.24890952449375e-06,94.8521559110025,9.810008,70.320052,"total_berry_weighttotal_berry_weight",2,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(192,100%,50%)","hsl(192,100%,50%)","#434343"
"scanone","all-years",NA,"total_berry_weight","total_berry_weight",1,37.460031,NA,NA,"bin_1@37.46cM_scaffold_56836_1453",4.21917722366947,5.75106580795343,0.000586329437798572,59.0063296650317,86.18009,35.465027,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"scanone","all-years",NA,"total_berry_weight","total_berry_weight",2,93.600109,NA,NA,"bin_2@93.6cM_scaffold_23713_3192",3.51735952899459,4.74133033551417,0.00229682295115818,59.0063296650317,16.560023,93.600109,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"scanone","all-years",NA,"total_berry_weight","total_berry_weight",3,47.000051,NA,NA,"bin_3@47cM_scaffold_200430_94",7.31902170301157,10.4844289245993,1.2692012625326e-06,59.0063296650317,11.860007,47.000051,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"scanone","all-years",NA,"total_berry_weight","total_berry_weight",10,38.44004,NA,NA,"bin_10@38.44cM_313928_K70",5.84262887540076,8.17305100428367,2.39596312984203e-05,59.0063296650317,7.180008,38.44004,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"scanone","all-years",NA,"total_berry_weight","total_berry_weight",11,26.680028,NA,NA,"bin_11@26.68cM_scaffold_14916_2838",12.5782821905709,19.6371704303456,3.22123439033817e-11,59.0063296650317,10.140014,26.680028,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",1,33.470023,NA,NA,"bin_1@33.47cM_scaffold_51660_1253",31.4929818667737,14.646879936785,2.22044604925031e-16,91.1993009033976,2.390005,32.020021,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",1,92.950084,NA,NA,"bin_1@92.95cM_scaffold_36351_426",20.2343821905201,7.71719850602051,1.61204383175573e-13,91.1993009033976,5.07000599999999,92.950084,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",3,47.000051,NA,NA,"bin_3@47cM_scaffold_200430_94",25.6218249113085,10.7318106426016,1.31084032517492e-12,91.1993009033976,5.130002,47.000051,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",6,0,NA,NA,"bin_6@0cM_scaffold_137684_431",13.1283466710656,4.44049837706467,7.80307263248403e-09,91.1993009033976,5.68001,0,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",6,37.280045,NA,NA,"bin_6@37.28cM_scaffold_1960_3583",6.71183725066192,2.04400423025112,0.0001170703855643,91.1993009033976,11.050014,37.280045,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",8,36.230034,NA,NA,"bin_8@36.23cM_scaffold_51424_477",14.6059514567418,5.06350345752664,8.34446289843527e-10,91.1993009033976,8.450002,36.230034,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",9,0,NA,NA,"bin_9@0cM_scaffold_10765_1475",6.61566992131638,2.01160165089259,0.000134964916334579,91.1993009033976,13.310013,0,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",10,41.870043,NA,NA,"bin_10@41.87cM_scaffold_43599_778",21.0876851450309,8.16164583980766,7.48353601309759e-10,91.1993009033976,7.320007,41.870043,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",11,17.250019,NA,NA,"bin_11@17.25cM_scaffold_26864_4373",23.3929744274333,9.42308025259325,1.33226762955019e-15,91.1993009033976,9.110006,19.56502,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"stepwiseqtl","all-years",NA,"total_berry_weight","total_berry_weight",11,81.230098,NA,NA,"bin_11@81.23cM_scaffold_2449_1103",20.6179844618029,7.91554037157182,1.42915501655239e-09,91.1993009033976,2.970004,81.875099,"total_berry_weighttotal_berry_weight",4,"marker_bin_11@81.23cM_scaffold_2449_1103 bin_2@37.130033cMtrait_total_berry_weight","hsl(222,100%,50%)","hsl(222,100%,50%)","#636363"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",1,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",1,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",1,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","total_berry_weight","total_berry_weight",1,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",2,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",2,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",2,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","total_berry_weight","total_berry_weight",2,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",3,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",3,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",3,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","total_berry_weight","total_berry_weight",3,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",4,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",4,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",4,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","total_berry_weight","total_berry_weight",4,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",5,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",5,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",5,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","total_berry_weight","total_berry_weight",5,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",6,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",6,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",6,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","total_berry_weight","total_berry_weight",6,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",7,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",7,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",7,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","total_berry_weight","total_berry_weight",7,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",8,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",8,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",8,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
"fakeqtl","all-years","","total_berry_weight","total_berry_weight",8,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",4,"","transparent","transparent","transparent"
"fakeqtl","2011","","total_berry_weight","total_berry_weight",9,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",1,"","transparent","transparent","transparent"
"fakeqtl","2012","","total_berry_weight","total_berry_weight",9,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",2,"","transparent","transparent","transparent"
"fakeqtl","2013","","total_berry_weight","total_berry_weight",9,-1,NA,NA,"marker--fake--trait--total_berry_weight",0,0,0,0,0,-1,"total_berry_weighttotal_berry_weight",3,"","transparent","transparent","transparent"
